review_scores_rating,preco_medio
81.0,109.333333333333
82.0,100.6
83.0,115.461538461538
84.0,126.782608695652
85.0,141.833333333333
86.0,75.3529411764706
87.0,109.218181818182
88.0,134.489361702128
89.0,91.1320754716981
90.0,124.289855072464
91.0,110.19587628866
92.0,110.971428571429
93.0,124.902173913043
94.0,121.424242424242
95.0,114.142307692308
96.0,126.478417266187
97.0,118.135338345865
98.0,125.116438356164
99.0,127.602739726027
100.0,145.294494238156
