id,host_since,tempoHost,review_scores_rating,price$,diferencaUltimoReview,binTempo
7021906,2015-03-04,1,96.0,465.0,0,host_novo
7618605,2013-03-04,3,96.0,175.0,0,host_medio
10234558,2015-04-25,1,NULL,50.0,NULL,host_novo
7021702,2015-06-26,1,NULL,60.0,NULL,host_novo
7680439,2012-01-16,4,93.0,59.0,0,host_antigo
4258515,2011-07-19,5,77.0,47.0,0,host_antigo
1148517,2013-05-08,3,97.0,145.0,2,host_medio
2487892,2011-10-27,5,94.0,70.0,1,host_antigo
3038772,2014-05-13,2,94.0,55.0,2,host_medio
699460,2012-09-16,4,97.0,95.0,3,host_antigo
4085439,2014-09-08,2,92.0,125.0,1,host_medio
8053990,2014-11-01,2,94.0,65.0,0,host_medio
7011773,2014-11-01,2,NULL,25.0,NULL,host_medio
2467550,2011-07-12,5,NULL,40.0,NULL,host_antigo
2686374,2012-04-26,4,95.0,149.0,2,host_antigo
1956274,2013-07-13,3,100.0,125.0,1,host_medio
8537192,2015-09-11,1,NULL,55.0,NULL,host_novo
5919096,2009-11-10,7,100.0,129.0,0,host_antigo
6516529,2012-10-06,4,NULL,100.0,NULL,host_antigo
3294243,2013-02-05,3,93.0,150.0,1,host_medio
10210971,2014-12-10,2,NULL,50.0,NULL,host_medio
3584790,2012-07-09,4,NULL,99.0,NULL,host_antigo
1266459,2012-05-07,4,98.0,150.0,2,host_antigo
9098059,2015-09-11,1,NULL,105.0,NULL,host_novo
408526,2012-03-30,4,NULL,218.0,NULL,host_antigo
4118282,2014-07-28,2,95.0,80.0,2,host_medio
6813483,2015-06-13,1,98.0,126.0,0,host_novo
6590264,2014-12-04,2,96.0,115.0,0,host_medio
2650482,2010-08-18,6,98.0,225.0,1,host_antigo
20927,2010-02-09,6,97.0,89.0,5,host_antigo
4395578,2011-03-08,5,100.0,225.0,0,host_antigo
4995903,2014-03-25,2,NULL,50.0,NULL,host_medio
5549211,2015-03-04,1,98.0,134.0,1,host_novo
