id,host_since,tempoHost,review_scores_rating,price$,diferencaUltimoReview,binTempo
8240758,2014-05-20,2,80.0,75.0,0,host_medio
6856295,2015-06-02,1,97.0,65.0,1,host_novo
6881188,2015-05-12,1,96.0,375.0,0,host_novo
1579615,2013-08-26,3,98.0,97.0,2,host_medio
3766866,2014-08-01,2,97.0,145.0,1,host_medio
2406966,2009-11-10,7,100.0,129.0,1,host_antigo
4872699,2014-12-21,2,100.0,197.0,0,host_medio
5470629,2015-02-26,1,99.0,120.0,0,host_novo
2950213,2014-05-03,2,95.0,200.0,1,host_medio
9015088,2015-03-10,1,100.0,135.0,1,host_novo
3979496,2013-01-22,3,95.0,70.0,1,host_medio
7501919,2015-06-17,1,97.0,150.0,0,host_novo
4732995,2014-08-05,2,95.0,200.0,0,host_medio
7134759,2014-11-01,2,98.0,60.0,0,host_medio
4532538,2014-11-08,2,100.0,180.0,0,host_medio
7534398,2015-07-24,1,100.0,69.0,0,host_novo
9387189,2011-12-27,5,100.0,90.0,0,host_antigo
6337492,2015-05-09,1,92.0,80.0,0,host_novo
10231701,2015-12-28,1,NULL,65.0,NULL,host_novo
1609922,2012-09-06,4,94.0,150.0,2,host_antigo
4236723,2012-04-26,4,94.0,195.0,2,host_antigo
7843837,2014-07-27,2,NULL,149.0,NULL,host_medio
3076065,2014-05-18,2,96.0,224.0,0,host_medio
6423204,2015-05-14,1,91.0,115.0,0,host_novo
8338849,2015-09-11,1,94.0,55.0,0,host_novo
6401209,2015-03-04,1,97.0,338.0,0,host_novo
20928,2010-02-09,6,97.0,79.0,0,host_antigo
3344977,2014-06-17,2,96.0,80.0,1,host_medio
7604621,2015-07-29,1,95.0,85.0,0,host_novo
3303978,2014-06-11,2,98.0,80.0,1,host_medio
7067082,2014-12-24,2,90.0,49.0,0,host_medio
3121829,2012-11-14,4,90.0,100.0,1,host_antigo
2539881,2014-02-23,2,85.0,79.0,1,host_medio
3678718,2013-04-04,3,96.0,75.0,1,host_medio
4694479,2014-08-15,2,96.0,57.0,0,host_medio
6646843,2015-06-02,1,89.0,99.0,0,host_novo
1364440,2010-10-07,6,100.0,55.0,2,host_antigo
1781873,2012-04-27,4,92.0,96.0,1,host_antigo
4138423,2010-05-20,6,94.0,99.0,1,host_antigo
5562674,2015-03-05,1,95.0,79.0,0,host_novo
1789341,2012-10-26,4,99.0,115.0,1,host_antigo
4672934,2014-08-14,2,98.0,350.0,1,host_medio
4550099,2014-05-04,2,93.0,295.0,1,host_medio
1198799,2013-05-16,3,98.0,70.0,1,host_medio
5308429,2013-07-31,3,99.0,53.0,1,host_medio
2769088,2013-02-12,3,71.0,110.0,1,host_medio
7603135,2015-07-25,1,95.0,225.0,0,host_novo
9374365,2013-05-15,3,97.0,35.0,0,host_medio
6106498,2015-04-21,1,97.0,55.0,0,host_novo
9331449,2013-05-15,3,90.0,45.0,0,host_medio
8799162,2015-10-08,1,NULL,79.0,NULL,host_novo
4317390,2014-10-11,2,95.0,133.0,1,host_medio
3884851,2014-08-04,2,96.0,65.0,2,host_medio
3155785,2013-10-17,3,80.0,61.0,0,host_medio
9368517,2015-11-09,1,NULL,200.0,NULL,host_novo
5643240,2014-02-07,2,90.0,70.0,0,host_medio
5042014,2014-07-19,2,97.0,52.0,0,host_medio
7724630,2015-01-28,1,100.0,50.0,0,host_novo
9449437,2013-05-15,3,NULL,275.0,NULL,host_medio
3053237,2014-01-23,2,99.0,149.0,1,host_medio
8132347,2012-09-26,4,NULL,199.0,NULL,host_antigo
63733,2010-12-06,6,97.0,89.0,4,host_antigo
2039149,2013-03-04,3,91.0,225.0,1,host_medio
227636,2011-09-20,5,97.0,120.0,4,host_antigo
3689119,2011-11-06,5,98.0,85.0,2,host_antigo
1179538,2013-05-15,3,100.0,80.0,0,host_medio
6823781,2015-06-14,1,95.0,89.0,0,host_novo
2284536,2010-05-20,6,92.0,99.0,1,host_antigo
5143441,2010-07-24,6,97.0,110.0,0,host_antigo
5749958,2012-10-03,4,96.0,180.0,0,host_antigo
9116815,2010-11-01,6,NULL,150.0,NULL,host_antigo
7731836,2013-09-09,3,100.0,70.0,0,host_medio
10262971,2013-02-01,3,NULL,70.0,NULL,host_medio
1407502,2013-04-28,3,89.0,75.0,0,host_medio
8817038,2012-09-24,4,97.0,85.0,0,host_antigo
4449303,2014-08-14,2,95.0,80.0,0,host_medio
8255615,2015-09-06,1,100.0,90.0,0,host_novo
4053092,2013-11-13,3,98.0,80.0,1,host_medio
6886633,2014-12-13,2,95.0,75.0,0,host_medio
8820414,2013-01-26,3,NULL,80.0,NULL,host_medio
3052151,2013-02-12,3,85.0,70.0,1,host_medio
2339333,2014-02-01,2,100.0,350.0,0,host_medio
1618842,2013-09-03,3,99.0,95.0,1,host_medio
888967,2012-12-14,4,99.0,90.0,2,host_antigo
380950,2010-11-15,6,84.0,435.0,3,host_antigo
8097708,2015-04-13,1,100.0,250.0,0,host_novo
5671843,2014-07-19,2,95.0,65.0,0,host_medio
904057,2013-01-12,3,97.0,95.0,2,host_medio
7161725,2014-09-06,2,97.0,110.0,0,host_medio
9587410,2015-01-21,1,100.0,50.0,1,host_novo
9202380,2012-04-04,4,NULL,95.0,NULL,host_antigo
2238105,2013-07-25,3,97.0,100.0,1,host_medio
9545766,2014-03-06,2,NULL,89.0,NULL,host_medio
2441908,2014-02-22,2,98.0,116.0,1,host_medio
9367465,2015-11-09,1,100.0,150.0,0,host_novo
3031415,2013-03-04,3,95.0,275.0,1,host_medio
843812,2012-12-14,4,96.0,180.0,2,host_antigo
3835995,2014-08-09,2,96.0,97.0,1,host_medio
9732638,2014-08-13,2,NULL,200.0,NULL,host_medio
3768745,2014-08-01,2,100.0,120.0,0,host_medio
3975434,2013-05-09,3,96.0,109.0,1,host_medio
5620928,2014-05-14,2,92.0,115.0,0,host_medio
7381677,2015-07-16,1,97.0,199.0,0,host_novo
5487934,2014-03-26,2,100.0,150.0,0,host_medio
9028447,2012-06-21,4,NULL,100.0,0,host_antigo
757840,2012-10-27,4,98.0,250.0,3,host_antigo
8848403,2015-10-10,1,100.0,39.0,0,host_novo
7430926,2015-04-27,1,90.0,69.0,0,host_novo
7021544,2015-04-16,1,91.0,145.0,0,host_novo
1323446,2013-06-22,3,97.0,98.0,2,host_medio
3925573,2014-08-21,2,100.0,130.0,1,host_medio
8723086,2015-10-05,1,96.0,85.0,0,host_novo
781474,2012-11-11,4,90.0,85.0,0,host_antigo
9812439,2015-04-16,1,NULL,73.0,NULL,host_novo
3401644,2010-04-11,6,88.0,150.0,1,host_antigo
10036903,2015-12-15,1,NULL,85.0,NULL,host_novo
5310193,2015-02-10,1,93.0,190.0,0,host_novo
5308875,2014-01-16,2,94.0,68.0,0,host_medio
5052459,2015-01-13,1,96.0,149.0,0,host_novo
7228499,2013-03-04,3,92.0,349.0,0,host_medio
7651653,2013-10-14,3,100.0,105.0,0,host_medio
